Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Nguyễn Công Hoan, Phường Đông Hòa, Dĩ An, Bình Dương",103.00,4.10,6.00,Tây - Bắc,Tây - Bắc,2,4,4,Have certificate,Full,4.99
"Số nhà 25 ngõ 121, Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",30.00,4.14,2.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,4.90
"Ngõ 77, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",35.00,3.50,3.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,5.35
"Đường Nguyễn Bỉnh Khiêm, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",48.00,5.40,4.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,4.50
"Cam Giá, Xã An Tường, Vĩnh Tường, Vĩnh Phúc",146.00,8.00,10.00,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,2.40
"Đường 10, Phường Phước Bình, Quận 9, Hồ Chí Minh",86.40,4.00,14.00,Đông - Bắc,Đông - Bắc,1,1,1,Have certificate,Basic,7.40
"Dự án Khu Chợ và Nhà phố liên kế TX. Bình Minh, Bình Minh, Vĩnh Long",81.10,4.00,12.00,Đông - Nam,Đông - Nam,4,5,6,Have certificate,Basic,8.25
"2831, Đường Lý Thái Tổ, Xã Phú Hữu, Nhơn Trạch, Đồng Nai",88.00,4.00,30.00,Bắc,Bắc,1,2,1,Have certificate,Basic,6.50
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",36.00,5.00,4.00,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Full,3.70
"Đường Hải Phòng, Phường Tân Chính, Thanh Khê, Đà Nẵng",57.80,4.10,10.50,Bắc,Bắc,3,3,3,Have certificate,Full,9.70
"Ngõ 18, Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",35.00,3.80,2.50,Đông - Bắc,Đông - Bắc,7,3,4,Have certificate,Full,9.30
"Dự án Golden City Tây Ninh, Đường Hồ Văn Lâm, Phường 2, Tây Ninh, Tây Ninh",120.00,6.00,16.00,Bắc,Bắc,2,2,3,Have certificate,Basic,4.40
"Đường Dương Cát Lợi, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",80.00,8.00,6.00,Đông,Đông,2,3,4,Have certificate,Full,6.50
"Phố Hai Bà Trưng, Phường Đông Hòa, Dĩ An, Bình Dương",60.00,4.00,6.00,Đông,Đông,2,2,2,Have certificate,Basic,3.35
"Đường Nguyễn Trãi, Phường Phước Tân, Nha Trang, Khánh Hòa",60.00,4.20,18.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,10.00
"Đường Xuân Lạc, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",110.00,5.00,5.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,3.20
"Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",31.00,3.50,2.50,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Basic,3.45
"Phường Vĩnh Niệm, Lê Chân, Hải Phòng",60.00,4.20,12.00,Bắc,Bắc,4,4,4,Have certificate,Basic,5.25
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",83.80,7.00,7.00,Đông - Bắc,Đông - Bắc,1,1,1,Have certificate,Basic,3.10
"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",65.00,4.40,6.00,Đông,Đông,4,3,3,Have certificate,Basic,7.10
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",26.00,3.20,3.50,Đông,Đông,2,2,2,Have certificate,Full,3.30
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",25.50,6.70,3.00,Đông,Đông,2,2,1,Have certificate,Full,2.40
"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",67.00,4.00,5.00,Bắc,Bắc,1,1,1,Have certificate,Basic,3.75
"Đường Hà Lầm, Phường Hà Khánh, Hạ Long, Quảng Ninh",56.10,4.51,5.00,Tây - Bắc,Tây - Bắc,4,5,5,Have certificate,Basic,3.00
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",55.00,5.70,5.00,Đông - Nam,Đông - Nam,4,5,5,Have certificate,Full,9.00
"Đường Số 55A, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64.00,4.00,10.00,Bắc,Bắc,3,3,3,Have certificate,Full,5.65
"Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",39.00,5.20,5.00,Đông - Nam,Đông - Nam,4,3,2,Have certificate,Full,7.50
"Đường An Thượng 20, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",81.00,5.00,5.50,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,6.35
"Dự án Khu biệt thự Đại Phú Gia, Thành phố Quy Nhơn, Bình Định",113.00,5.00,16.00,Đông - Nam,Đông - Nam,4,4,6,Have certificate,Full,8.00
"VCN Phước Hải, Đường Lê Hiến Mai, Phường Phước Hải, Nha Trang, Khánh Hòa",75.00,4.00,13.00,Đông,Đông,3,3,4,Have certificate,Full,6.50
"Hẻm 3, Đường 182, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",78.00,8.00,10.00,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,6.50
"Phường Vĩnh Trường, Nha Trang, Khánh Hòa",58.00,4.00,12.00,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,3.80
"Đường Hà Đông 2, Phường Xuân Hà, Thanh Khê, Đà Nẵng",76.30,5.00,10.00,Nam,Nam,3,3,4,Have certificate,Full,7.19
"Đường Ưu Long, Phường 11, Quận 8, Hồ Chí Minh",29.70,50.00,2.00,Bắc,Bắc,2,4,3,Have certificate,Basic,4.50
"Đường 26/3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh.",39.00,4.00,6.00,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.95
"Đường Phạm Tu, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",56.00,4.00,5.50,Đông,Đông,2,3,2,Have certificate,Full,5.60
"Dự án Sun Group Hà Nam, Đường Quốc lộ 1A, Xã Tiên Hiệp, Phủ Lý, Hà Nam",60.00,6.00,20.00,Đông - Nam,Tây - Bắc,5,2,2,Sale contract,Basic,5.00
"Đường 175, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",52.00,5.00,5.00,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,5.50
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",39.00,3.80,2.00,Tây - Bắc,Tây - Bắc,3,2,2,Have certificate,Full,5.30
"Đường Tiền Phong, Phường  Đằng Hải, Hải An, Hải Phòng",41.30,5.00,3.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Basic,2.35
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",124.00,6.50,5.00,Nam,Nam,3,3,3,Have certificate,Full,5.60
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",105.00,4.60,4.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.50
"Dự án Khu nhà ở thương mại Nguyễn Tất Tố, Phố Nguyễn Tất Tố, Phường  Kênh Dương, Lê Chân, Hải Phòng",68.00,6.00,13.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Basic,9.50
"Đường Lạc Long Quân, Phường 2, Vũng Tàu, Bà Rịa Vũng Tàu",60.00,4.00,5.00,Đông,Đông,3,4,4,Have certificate,Full,5.00
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",72.00,4.00,7.00,Nam,Nam,4,4,5,Have certificate,Full,8.80
"Dự án ICC Quán Mau, Phường Đông Hải, Lê Chân, Hải Phòng",70.00,4.50,13.00,Nam,Nam,4,4,4,Have certificate,Full,9.00
"58/97, Đường Đoàn Kết, Phường  Đằng Hải, Hải An, Hải Phòng",63.50,4.00,3.00,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,2.85
"Đường 21B, Phường Đồng Mai, Hà Đông, Hà Nội",34.00,3.50,3.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,1.99
"Dự án KĐT An Bình Tân, Phường Phước Long, Nha Trang, Khánh Hòa",80.00,4.00,13.00,Đông,Nam,3,3,4,Have certificate,Full,4.80
"Đường Lũng Đông, Phường  Đằng Hải, Hải An, Hải Phòng",47.00,4.50,4.00,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Full,3.65
"Đường Đại lộ Thăng Long, Xã Lại Yên, Hoài Đức, Hà Nội",45.00,4.00,3.00,Đông - Bắc,Đông - Bắc,4,4,3,Have certificate,Full,3.45
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",38.00,3.50,4.50,Đông - Nam,Đông - Nam,5,4,4,Have certificate,Basic,5.70
"Phường Phú Thượng, Tây Hồ, Hà Nội",35.00,4.20,3.00,Bắc,Bắc,5,3,4,Have certificate,Full,4.50
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",59.00,4.50,6.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,6.80
"Đường Lũng Đông, Phường  Đằng Hải, Hải An, Hải Phòng",45.00,5.00,5.00,Tây,Tây,4,4,3,Have certificate,Basic,3.00
"Đường 379, Xã Ngọc Long, Yên Mỹ, Hưng Yên",34.00,4.00,20.00,Đông - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,2.00
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",45.00,4.50,3.00,Đông,Nam,5,6,4,Have certificate,Full,6.00
"K338, Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",65.00,5.00,3.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,4.40
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",34.00,3.60,2.00,Bắc,Bắc,5,3,3,Have certificate,Full,5.65
"Đường Thạnh Lộc 43, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",56.00,9.00,9.00,Tây,Tây,4,4,5,Have certificate,Full,5.70
"1/, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",96.00,6.00,5.00,Bắc,Bắc,1,3,2,Have certificate,Full,4.60
"Đường Vân Hồ, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",35.00,5.00,3.00,Nam,Nam,4,1,1,Have certificate,Full,6.05
"Đường Lái Thiêu 70, Phường Lái Thiêu, Thuận An, Bình Dương",90.00,5.50,4.00,Đông - Nam,Đông - Nam,1,3,2,Have certificate,Full,4.50
"193 Đường Trần Thanh Mại, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",88.00,4.00,20.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,7.50
"Đường Nguyễn Ái Quốc, Phường Tân Phong, Biên Hòa, Đồng Nai",66.00,8.00,4.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.00
"Đường Nguyễn Ái Quốc, Phường Tân Tiến, Biên Hòa, Đồng Nai",70.00,4.40,5.00,Nam,Nam,1,3,2,Have certificate,Full,3.55
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",100.90,5.80,4.00,Tây,Tây,2,3,2,Have certificate,Full,3.70
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",104.00,5.00,5.00,Tây,Tây,2,3,2,Have certificate,Full,4.00
"Đường Phan Đình Phùng, Phường Quang Vinh, Biên Hòa, Đồng Nai",40.00,4.00,4.00,Bắc,Bắc,1,1,1,Have certificate,Full,1.60
"Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",39.00,4.00,3.00,Nam,Nam,4,4,4,Have certificate,Full,7.80
"Đường Số 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",92.00,4.00,5.00,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Full,7.50
"Đường Phan Đình Phùng, Phường Trung Dũng, Biên Hòa, Đồng Nai",35.00,6.20,2.50,Đông,Đông,2,2,2,Sale contract,Basic,1.00
"Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",43.00,3.50,2.40,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,Basic,5.60
"Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",45.00,3.10,2.30,Đông,Đông,4,4,3,Have certificate,Basic,4.75
"Đường 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",25.20,5.50,15.00,Tây - Nam,Tây - Nam,3,2,1,Have certificate,Full,6.50
"Đường Ô Cách, Phường Đức Giang, Long Biên, Hà Nội",105.00,4.00,5.00,Đông - Nam,Tây - Nam,4,4,3,Have certificate,Full,10.00
"Đường 179, Phường Tân Phú, Quận 9, Hồ Chí Minh",135.00,5.00,7.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,8.50
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",56.00,4.00,8.00,Đông - Bắc,Đông - Bắc,5,4,5,Have certificate,Basic,5.50
"Xã Bình Phú, Thành phố Bến Tre, Bến Tre",155.70,5.00,3.00,Đông - Bắc,Đông - Bắc,1,3,1,Have certificate,Basic,1.80
"Dự án Vĩnh Điềm Trung, Đường 19/5, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",138.00,6.00,30.00,Tây - Nam,Tây - Nam,4,5,6,Have certificate,Basic,9.80
"934/11, Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",57.00,4.20,3.00,Bắc,Bắc,3,4,3,Have certificate,Full,4.70
"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",32.00,5.00,4.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,5.18
"1180/, Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",60.00,5.00,5.00,Tây - Bắc,Tây - Bắc,4,9,9,Have certificate,Basic,7.30
"148//, Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",59.00,4.00,6.00,Tây,Tây,3,5,5,Have certificate,Basic,7.30
"Đường Xóm Chiếu, Phường 16, Quận 4, Hồ Chí Minh",61.60,3.20,3.30,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,7.90
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",30.00,3.80,2.50,Nam,Nam,5,3,2,Have certificate,Basic,4.25
"Đường Rạch Cát, Phường 15, Quận 8, Hồ Chí Minh",31.40,3.70,10.00,Tây - Nam,Tây - Nam,3,2,3,Have certificate,Basic,4.30
"TĐC Vĩnh Trường, Đường Võ Thị Sáu, Phường Vĩnh Trường, Nha Trang, Khánh Hòa",56.00,4.00,10.00,Nam,Nam,2,3,2,Have certificate,Full,3.70
"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",36.00,3.60,6.00,Tây - Nam,Tây - Nam,6,5,4,Have certificate,Full,10.00
"Dự án KĐT An Bình Tân, Phường Phước Long, Nha Trang, Khánh Hòa",80.00,4.00,13.00,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,4.80
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",31.00,6.20,6.00,Tây - Bắc,Tây - Bắc,3,2,3,Have certificate,Full,6.80
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",63.00,4.50,3.00,Nam,Nam,4,4,3,Have certificate,Basic,8.60
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",68.00,5.00,5.00,Nam,Nam,3,4,3,Have certificate,Full,5.85
"Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",31.00,3.80,12.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,7.80
"Dự án Nam Hùng Vương, Đường 6, Phường An Lạc, Bình Tân, Hồ Chí Minh",78.00,4.00,12.00,Tây - Bắc,Tây - Bắc,2,3,3,Have certificate,Basic,7.00
"Dự án Sun Casa Central, Xã Vĩnh Tân, Tân Uyên, Bình Dương",250.00,45.00,16.00,Tây - Bắc,Tây - Bắc,2,4,5,Have certificate,Basic,6.10
"Dự án Oceanami Luxury Homes and Resort, Đường 44A, Thị trấn Phước Hải, Đất Đỏ, Bà Rịa Vũng Tàu",220.00,8.00,12.00,Tây - Bắc,Đông - Nam,2,3,4,Sale contract,Full,5.50
"Đường Phan Bội Châu, Phường Thạch Thang, Hải Châu, Đà Nẵng",90.00,4.50,5.50,Đông - Nam,Đông - Nam,1,1,2,Have certificate,Full,8.80
"Phố Đỗ Nhuận, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.00,5.00,5.50,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Basic,3.55
"Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",32.00,4.00,2.00,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Basic,3.00
"Đường 602, Xã Hòa Sơn, Hòa Vang, Đà Nẵng",140.00,5.60,10.00,Bắc,Bắc,4,4,3,Have certificate,Full,4.00
"Đường 28, Phường Phước Long, Nha Trang, Khánh Hòa",66.60,4.50,10.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,5.37
"Đường Số 20, Phường 9, Gò Vấp, Hồ Chí Minh",56.00,4.00,5.00,Tây,Tây,4,5,3,Have certificate,Basic,6.60
"Đường Hoàng Diệu, Phường Bình Thuận, Hải Châu, Đà Nẵng",70.00,5.50,3.50,Đông - Nam,Đông - Nam,3,5,5,Have certificate,Basic,4.40
"Đường Trần Hưng Đạo, Phường Hồng Gai, Hạ Long, Quảng Ninh",54.00,5.00,7.00,Tây - Bắc,Tây - Bắc,4,3,3,Have certificate,Full,4.20
"Đường Hải Phòng, Phường Tân Chính, Thanh Khê, Đà Nẵng",60.00,4.00,4.00,Đông - Bắc,Tây - Nam,4,4,4,Have certificate,Full,3.90
"Dự án Khu đô thị Long Vân 2, Đường Trần Quang Diệu, Phường Trần Quang Diệu, Quy Nhơn, Bình Định",256.00,6.00,24.00,Đông - Nam,Đông - Nam,4,5,4,Have certificate,Basic,3.90
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",40.00,4.00,6.00,Tây,Tây,4,4,3,Have certificate,Basic,6.80
"Dự án Princess Villas Hồ Tràm, Đường Trần Văn Trà, Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu",162.00,7.80,8.00,Nam,Nam,2,4,4,Have certificate,Full,4.20
"Đường 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",123.00,8.01,4.00,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,7.30
"Đường Đông Tác, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",64.00,4.00,7.00,Bắc,Bắc,3,3,3,Have certificate,Full,4.00
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",48.00,4.00,3.00,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,2.40
"Đường Nguyễn Đức Cảnh, Phường An Biên, Lê Chân, Hải Phòng",113.00,3.60,2.00,Nam,Nam,4,3,3,Have certificate,Full,2.52
"Đường Lê Duẩn, Phường Bắc Sơn, Kiến An, Hải Phòng",72.00,6.00,7.00,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Basic,4.20
"Đường Máng Nước, Xã An Đồng, An Dương, Hải Phòng",100.00,5.00,7.00,Bắc,Bắc,3,3,3,Have certificate,Basic,2.75
"Đường Tây Sơn, Phường Trần Thành Ngọ, Kiến An, Hải Phòng",82.00,4.00,5.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,2.40
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.00,3.50,2.00,Tây - Bắc,Tây - Bắc,5,4,4,Have certificate,Full,4.30
"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",45.00,4.00,3.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,2.76
"Đường Ngô Thì Nhậm, Phường La Khê, Hà Đông, Hà Nội",45.00,6.00,3.00,Tây - Bắc,Tây - Bắc,4,3,4,Have certificate,Full,8.40
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",40.00,4.00,5.00,Tây - Nam,Nam,4,3,3,Have certificate,Full,5.50
"Đường Bàu Năng 8, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",85.00,5.00,10.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,6.55
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",32.00,4.00,3.00,Nam,Nam,3,3,3,Have certificate,Full,5.75
"Đường Nguyễn Văn Ràng, Xã Phước Lộc, Nhà Bè, Hồ Chí Minh",161.80,6.00,6.00,Đông,Đông,2,3,2,Have certificate,Full,6.50
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",50.00,4.00,12.50,Đông - Nam,Đông - Nam,5,4,4,Have certificate,Full,9.95
"Hẻm 102, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",53.40,4.45,4.00,Tây,Tây,2,2,2,Have certificate,Basic,4.95
"Đường Lê Hồng Phong, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",97.80,2.00,7.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.35
"Xã Đạ Ròn, Đơn Dương, Lâm Đồng",200.00,10.00,5.00,Bắc,Bắc,1,2,1,Have certificate,Basic,2.40
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",56.00,4.00,25.00,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,Basic,6.97
"Đường Thống Nhất, Phường 10, Gò Vấp, Hồ Chí Minh",50.00,5.00,5.00,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,6.80
"Đường Bùi Trang Chước, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,10.50,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.90
"Đường Trung Lương 12, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.00,7.50,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,7.00
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",78.00,5.00,5.00,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,3.39
"Phố Hai Bà Trưng, Phường Đông Hòa, Dĩ An, Bình Dương",105.00,5.00,4.00,Bắc,Bắc,2,3,2,Have certificate,Full,3.80
"Đường Phú Xá, Phường Phú Thượng, Tây Hồ, Hà Nội",102.00,4.00,5.00,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,9.00
"Đường 17, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",91.30,6.00,6.00,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Basic,9.00
"Đường 1, Phường Ghềnh Ráng, Quy Nhơn, Bình Định",64.00,4.70,12.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,4.60
"Đường Phúc Tân, Phường Phúc Tân, Hoàn Kiếm, Hà Nội",23.00,4.00,10.00,Nam,Nam,6,3,3,Have certificate,Full,4.98
"Đường Quốc lộ 1A, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",56.00,4.00,6.00,Bắc,Bắc,5,5,4,Have certificate,Full,5.20
"Dự án Phước Long, Đường Thích Quảng Đức, Phường Phước Long, Nha Trang, Khánh Hòa",61.50,5.50,12.00,Đông - Nam,Đông - Nam,2,4,4,Have certificate,Basic,4.60
"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",110.00,5.20,6.00,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,6.50
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",34.40,4.60,2.50,Tây - Bắc,Đông - Bắc,5,3,4,Have certificate,Basic,3.60
"Đường An Đà, Phường Đằng Giang, Ngô Quyền, Hải Phòng",44.00,4.00,2.00,Tây - Nam,Tây - Nam,3,4,2,Have certificate,Full,2.35
"Dự án Eco Village Saigon River, Xã Đại Phước, Nhơn Trạch, Đồng Nai",97.50,14.00,14.00,Đông - Bắc,Tây - Nam,4,5,6,Sale contract,Basic,9.90
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",45.80,4.35,4.00,Bắc,Bắc,4,4,4,Have certificate,Basic,8.35
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",33.00,3.00,4.00,Đông,Đông,4,3,3,Have certificate,Full,4.99
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",35.00,3.00,3.00,Tây,Tây,2,2,2,Have certificate,Basic,3.58
"Đường Quốc lộ 21A(Quốc lộ 21), Xã Phú Nghĩa, Lạc Thủy, Hòa Bình",200.00,10.00,10.00,Bắc,Tây - Nam,2,3,2,Have certificate,Basic,1.25
"Phố Đồng Nhân, Xã Đông La, Hoài Đức, Hà Nội",30.10,3.35,3.00,Tây - Nam,Tây - Nam,4,4,3,Have certificate,Basic,2.75
"Đường Hồ Tỵ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.50,10.50,Nam,Nam,3,3,3,Have certificate,Full,4.40
"Dự án Nam cầu Nguyễn Tri Phương, Đường Lỗ Giáng 8, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.00,5.50,7.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,4.60
"Đường K20, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",90.00,5.00,4.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,3.30
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.00,4.30,30.00,Bắc,Bắc,5,5,5,Have certificate,Full,8.50
"Hẻm 125, Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.00,4.00,6.00,Đông,Đông,5,5,5,Have certificate,Full,5.10
"Đường Tam Châu, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",99.40,30.00,5.00,Đông - Nam,Đông - Nam,1,2,2,Have certificate,Basic,4.70
"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",39.00,4.30,5.00,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,7.50
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",31.00,3.40,3.00,Tây - Bắc,Tây,5,3,4,Have certificate,Full,5.95
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",50.00,5.00,5.00,Đông - Nam,Đông - Nam,4,3,4,Have certificate,Full,9.60
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",73.00,4.20,12.00,Đông,Đông,3,4,2,Have certificate,Full,8.80
